episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,rating_imdb,votes_imdb,puntuacion_MAL,votos_MAL
287,"['November 26, 2006']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Masayuki Takagi'],['Hiroaki Miyamoto'],8.1,6,24.0,7.8,1216.0,8.8,216
288,"['December 3, 2006']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoko Ikeda'],5.1,9,20.0,8.1,1260.0,9.2,237
291,"['December 24, 2006']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Munehisa Sakai'],5.7,6,0.0,5.8,1054.0,7.2,185
292,"['January 7, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Yoko Ikeda'],6.2,5,0.0,5.6,1114.0,7.4,170
295,"['January 28, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kunihiro Chida']",['Noboru Koizumi'],['Yoshihiro Ueda'],7.8,6,13.0,7.7,1183.0,8.8,235
296,"['February 4, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Masahiro Hosoda'],6.8,10,18.0,8.1,1317.0,9.2,210
297,"['February 11, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Katsumi Tokoro'],7.9,7,25.0,8.2,1299.0,9.2,210
298,"['February 25, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']",['Katsumi Ishizuka'],['Hiroyuki Kakudō'],7.4,9,26.0,8.6,2019.0,9.2,291
299,"['March 4, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],7.7,7,25.0,8.3,1515.0,9.0,229
300,"['March 11, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoko Ikeda'],8.1,6,24.0,9.2,3713.0,8.8,493
301,"['March 18, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Masayuki Takagi'],['Yoshihiro Ueda'],8.0,6,20.0,9.2,3558.0,9.4,327
302,"['March 25, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']","['Yukari Kobayashi', 'Shinichi Suzuki']",['Akira Shimizu'],7.4,5,13.0,8.2,1382.0,9.2,240
303,"['April 1, 2007']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Michiyo Kawasaki', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Munehisa Sakai'],7.8,4,0.0,5.8,1048.0,7.8,194
304,"['April 8, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Fumihiro Uchikawa']",['Naoki Tate'],['Makoto Sonoda'],8.2,4,16.0,9.0,3363.0,9.2,265
305,"['April 15, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kunihiro Chida']",['Kenji Yokoyama'],['Katsumi Tokoro'],8.9,4,17.0,8.9,3143.0,9.2,250
306,"['April 22, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Kazuyuki Igai'],['Keisuke Ōnishi'],9.7,4,17.0,8.1,1294.0,9.2,251
307,"['April 29, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Hiroyuki Kakudō'],10.5,5,1.0,8.3,1587.0,9.2,239
308,"['May 6, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Hiroyuki Satō'],10.5,4,18.0,9.0,3296.0,9.4,251
309,"['May 13, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Kumiko Fukuzawa']","['Katsumi Ishizuka', 'Naoki Tate']",['Makoto Sonoda'],7.7,8,19.0,9.7,22543.0,9.6,474
310,"['May 20, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Yoshihiro Ueda'],9.5,5,17.0,9.2,3569.0,9.2,347
311,"['May 27, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Naoki Tate'],['Hiroyuki Satō'],9.3,5,17.0,9.0,3276.0,9.4,336
312,"['June 3, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Eisaku Inoue'],['Katsumi Tokoro'],10.1,3,17.0,9.7,22087.0,9.6,892
313,"['June 10, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],9.9,4,17.0,8.7,2299.0,9.4,307
314,"['June 17, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Hiroyuki Kakudō'],8.8,4,17.0,9.2,3577.0,9.4,351
315,"['June 24, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Masahiro Shimanuki'],['Yoko Ikeda'],10.4,5,16.0,8.3,1577.0,9.4,320
316,"['July 1, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Takahiro Imamura'],9.1,6,21.0,9.2,3690.0,9.2,301
317,"['July 8, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']","['Kenji Yokoyama', 'Takeo Ide', 'Masahiro Shimanuki', 'Katsumi Ishizuka']",['Yoshihiro Ueda'],8.4,7,0.0,6.3,956.0,7.8,175
318,"['July 15, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kazuyuki Igai'],['Keisuke Ōnishi'],10.2,4,0.0,6.2,1004.0,8.6,213
319,"['July 22, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Makoto Sonoda'],9.0,6,2.0,6.7,937.0,8.8,179
320,"['August 19, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Hiroyuki Kakudō'],9.8,5,10.0,8.1,1290.0,9.2,311
321,"['August 26, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Naoyuki Itō'],7.3,8,17.0,7.9,1207.0,9.2,256
322,"['September 2, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoshihiro Ueda'],7.3,8,17.0,8.0,1229.0,9.2,288
323,"['September 9, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Masahiro Shimanuki'],['Katsumi Tokoro'],8.4,5,17.0,8.5,1457.0,9.4,319
324,"['September 16, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Tetsuya Endō'],9.9,6,25.0,8.2,1371.0,9.4,293
325,"['September 23, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Eisaku Inoue'],['Yoko Ikeda'],8.8,6,26.0,9.3,3775.0,9.2,554
326,"['October 14, 2007']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Kumiko Fukuzawa']","['Naoki Tate', 'Naoki Murakami']",['Munehisa Sakai'],8.3,3,1.0,6.7,865.0,8.4,247
327,"['October 21, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],8.7,4,0.0,6.3,875.0,8.2,160
328,"['October 28, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Takahiro Imamura'],6.5,8,0.0,6.4,869.0,8.2,160
329,"['November 4, 2007']",['Takuya Masumoto'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Takeo Ide'],['Hiroyuki Satō'],7.0,6,0.0,6.5,854.0,8.0,161
330,"['November 11, 2007']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],8.2,5,0.0,6.3,835.0,7.8,180
331,"['November 18, 2007']",['Isao Murayama'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masahiro Shimanuki'],['Hiroyuki Satō'],8.5,6,0.0,6.4,827.0,8.0,156
332,"['November 25, 2007']",['Yōichi Takahashi'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],9.1,4,0.0,6.5,827.0,8.0,176
333,"['December 2, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Murakami'],['Tetsuya Endō'],7.3,7,0.0,6.3,831.0,8.0,159
334,"['December 9, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],7.5,6,0.0,6.6,816.0,8.4,143
335,"['December 16, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],9.8,4,0.0,6.6,824.0,8.4,161
336,"['December 23, 2007']",['Takuya Masumoto'],"['Miho Shiraishi', 'Ryūji Yoshiike']",['Eisaku Inoue'],['Gō Koga'],8.9,5,0.0,5.2,1133.0,7.6,240
337,"['January 6, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Yoshihiro Ueda'],6.5,4,15.0,8.2,1373.0,9.2,369
338,"['January 13, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Hiroyuki Satō'],7.9,6,15.0,8.1,1242.0,9.4,339
339,"['January 20, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masayuki Fujita'],['Sumio Watanabe'],8.8,7,1.0,7.5,1120.0,9.0,278
340,"['January 27, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Katsumi Tokoro'],7.8,7,26.0,7.5,1099.0,8.8,331
341,"['February 3, 2008']",['Isao Murayama'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Naoki Murakami'],['Tetsuya Endō'],7.2,8,7.0,7.6,1117.0,8.8,316
342,"['February 10, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Katsumi Ishizuka'],['Hiroshi Matsuzaka'],8.7,7,18.0,7.5,1110.0,8.8,283
343,"['February 17, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Yoshihiro Ueda'],7.2,9,14.0,7.6,1069.0,8.6,269
344,"['February 24, 2008']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Hiroyuki Satō'],9.0,4,17.0,7.5,1102.0,8.6,247
345,"['March 2, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Fujita'],['Sumio Watanabe'],7.8,7,17.0,7.0,1065.0,8.4,296
346,"['March 9, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Katsumi Tokoro'],9.4,6,17.0,7.5,1055.0,8.6,240
347,"['March 16, 2008']",['Koga Naoki'],"['Miho Shiraishi', 'Shouji Tokiwa']",['Eisaku Inoue'],['Hiroaki Miyamoto'],8.5,8,17.0,7.4,1052.0,8.8,251
348,"['March 23, 2008']",['Isao Murayama'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Hiroyuki Satō'],8.5,4,14.0,7.7,1076.0,9.0,268
349,"['March 30, 2008']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Naoki Murakami'],['Yutaka Nakashima'],8.0,4,17.0,7.8,1084.0,8.8,243
350,"['April 20, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Tetsuya Endō'],8.7,4,17.0,7.7,1065.0,8.8,342
351,"['April 27, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Yoshihiro Ueda'],6.4,8,15.0,7.5,1059.0,8.6,239
352,"['May 4, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Masayuki Fujita'],['Sumio Watanabe'],5.9,8,11.0,7.6,1065.0,8.8,223
353,"['May 11, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']","['Katsumi Ishizuka', 'Kazuya Hisada', 'Kenji Matsuoka']",['Hiroshi Matsuzaka'],8.7,4,4.0,8.3,1231.0,9.4,324
354,"['May 18, 2008']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],8.4,7,6.0,7.2,1064.0,8.4,246
355,"['May 25, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],8.1,7,17.0,7.6,1064.0,8.8,258
356,"['June 1, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Kazuya Hisada'],['Yutaka Nakashima'],6.4,6,17.0,7.7,1058.0,8.8,243
357,"['June 8, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Eisaku Inoue'],['Tetsuya Endō'],9.3,4,18.0,7.8,1090.0,9.0,232
358,"['June 15, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],6.3,5,5.0,7.6,1057.0,9.0,232
359,"['June 22, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Masahiro Shimanuki'],['Yoshihiro Ueda'],8.4,6,455.0,7.5,1093.0,8.6,242
360,"['June 29, 2008']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Makoto Sonoda'],8.8,4,17.0,7.7,1077.0,9.0,330
361,"['July 6, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Tetsuya Endō'],8.3,3,13.0,7.8,1098.0,9.2,295
362,"['July 13, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Yoshihiro Ueda'],7.8,6,3.0,8.2,1233.0,9.2,272
363,"['July 20, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masayuki Takagi'],['Yutaka Nakashima'],6.0,8,17.0,7.6,1056.0,8.8,256
364,"['August 3, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Michiyo Kawasaki']",['Naoki Murakami'],['Yukihiko Nakao'],6.9,7,17.0,7.2,1052.0,8.8,236
365,"['August 10, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Fujita'],['Sumio Watanabe'],5.6,7,18.0,7.5,1047.0,8.8,264
366,"['August 17, 2008']",['Tsuyoshi Sakurai'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Tetsuya Endō'],6.6,8,14.0,7.4,1048.0,8.8,238
367,"['August 24, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Hidenori Nakahara']",['Eisaku Inoue'],['Hiroyuki Satō'],8.4,7,17.0,8.0,1124.0,9.2,311
368,"['August 31, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Hiroshi Matsuzaka'],7.2,5,17.0,7.9,1125.0,9.2,255
369,"['September 7, 2008']",['Hirohiko Kamisaka'],"['Ryūji Yoshiike', 'Michiyo Kawasaki']",['Naoki Tate'],['Makoto Sonoda'],7.8,6,17.0,8.1,1132.0,9.0,236
370,"['September 14, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Tetsuya Endō'],9.3,5,22.0,7.9,1119.0,9.0,273
371,"['September 21, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Naoki Murakami'],['Yukihiko Nakao'],8.1,5,9.0,8.0,1126.0,8.8,213
372,"['September 28, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hidenori Nakahara']",['Masayuki Fujita'],['Sumio Watanabe'],7.3,4,17.0,9.0,2971.0,9.2,285
373,"['October 5, 2008']",['Tsuyoshi Sakurai'],['Miyuki Sato'],['Takeo Ide'],['Yutaka Nakashima'],8.2,3,17.0,8.9,2686.0,9.2,252
374,"['October 12, 2008']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Naoyuki Itō'],6.5,3,5.0,8.5,1637.0,9.0,241
375,"['October 19, 2008']",['Koga Naoki'],['Miyuki Sato'],['Masayuki Fujita'],['Kiichi Suzuno'],8.2,5,17.0,8.2,1354.0,9.0,270
376,"['November 9, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Hiroyuki Satō'],8.4,6,17.0,9.1,3301.0,9.2,293
377,"['November 16, 2008']",['Takuya Masumoto'],['Miyuki Sato'],['Eisaku Inoue'],['Tetsuya Endō'],9.8,4,17.0,9.8,65062.0,9.8,786
378,"['November 23, 2008']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Naoki Tate'],['Makoto Sonoda'],8.0,6,17.0,8.3,1419.0,9.4,353
379,"['November 30, 2008']",['Isao Murayama'],['Miyuki Sato'],['Naoki Murakami'],['Hiroshi Matsuzaka'],10.2,3,10.0,8.2,1282.0,9.0,275
380,"['December 7, 2008']",['Tsuyoshi Sakurai'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroyuki Satō'],9.2,5,23.0,9.3,3945.0,9.4,513
381,"['December 14, 2008']",['Koga Naoki'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yutaka Nakashima'],7.1,7,17.0,8.3,1265.0,9.2,396
382,"['December 21, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Takeo Ide'],['Tetsuya Endō'],7.0,7,0.0,6.3,854.0,8.4,234
383,"['December 28, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Makoto Sonoda'],6.8,4,0.0,6.3,850.0,8.2,197
384,"['January 11, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Naoyuki Itō'],7.7,5,0.0,7.3,933.0,9.0,294
385,"['January 18, 2009']",['Isao Murayama'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kazuya Hisada'],['Yutaka Nakashima'],9.0,4,11.0,7.5,1113.0,8.8,293
386,"['January 25, 2009']",['Koga Naoki'],['Ryūji Yoshiike'],['Masayuki Fujita'],['Sumio Watanabe'],7.7,7,18.0,7.4,1076.0,8.8,266
387,"['February 1, 2009']",['Tsuyoshi Sakurai'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yukihiko Nakao'],8.7,5,17.0,7.3,1062.0,9.0,242
388,"['February 8, 2009']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Naoki Tate'],['Yoshihiro Ueda'],7.2,6,15.0,7.6,1074.0,9.2,341
389,"['February 15, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Katsumi Tokoro'],8.4,5,19.0,7.7,1098.0,8.8,285
390,"['February 22, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Hiroaki Miyamoto'],8.7,7,17.0,7.6,1188.0,8.8,271
391,"['March 1, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Yukihiko Nakao'],9.4,5,17.0,7.9,1396.0,9.0,261
392,"['March 8, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Hiroyuki Satō'],9.1,4,17.0,8.3,1613.0,9.2,337
393,"['March 15, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kazuya Hisada'],['Tetsuya Endō'],9.5,5,17.0,8.2,1532.0,9.0,280
394,"['March 29, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Makoto Sonoda'],8.1,5,17.0,8.1,1436.0,9.4,272
395,"['April 5, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yutaka Nakashima'],9.9,5,17.0,8.3,1586.0,9.0,277
396,"['April 12, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Naoki Tate'],['Katsumi Tokoro'],8.8,4,17.0,9.7,16459.0,9.8,618
397,"['April 19, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],10.1,3,17.0,9.3,4365.0,9.4,352
398,"['April 26, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Fujita'],['Sumio Watanabe'],11.7,3,17.0,9.1,3236.0,9.4,327
399,"['May 3, 2009']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yukihiko Nakao'],9.4,4,17.0,9.1,3233.0,9.2,322
400,"['May 10, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.4,4,23.0,9.4,4508.0,9.4,747
401,"['May 17, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Yutaka Nakashima'],10.6,4,6.0,9.1,3211.0,9.2,337
402,"['May 24, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Takeo Ide'],['Tetsuya Endō'],9.8,5,25.0,9.1,3284.0,9.4,306
403,"['May 31, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.3,6,21.0,9.2,3374.0,9.6,309
404,"['June 7, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Naoki Tate'],['Makoto Sonoda'],10.0,5,3.0,9.6,6901.0,9.6,425
405,"['June 14, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroaki Miyamoto'],10.0,5,17.0,9.8,55792.0,9.6,871
406,"['June 21, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Tetsuya Endō'],10.4,5,0.0,5.6,997.0,7.2,202
407,"['June 28, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Naoyuki Itō'],9.4,5,0.0,5.6,981.0,8.0,176
408,"['July 5, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],10.6,4,17.0,7.5,1213.0,9.0,363
409,"['July 12, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Katsumi Tokoro'],11.7,2,17.0,7.7,1268.0,8.8,261
410,"['July 19, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yutaka Nakashima'],10.6,4,16.0,7.7,1259.0,8.8,288
411,"['August 2, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Tate'],['Yukihiko Nakao'],10.1,5,17.0,7.8,1378.0,8.8,252
412,"['August 9, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Gō Koga'],8.6,5,17.0,8.3,1835.0,9.2,271
413,"['August 16, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],9.7,2,17.0,8.9,2906.0,9.0,304
414,"['August 23, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],11.0,4,17.0,8.7,1997.0,9.0,265
415,"['August 30, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Yoshihiro Ueda'],8.9,5,17.0,8.9,2679.0,9.4,358
416,"['September 6, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Toshio Deguchi'],['Katsumi Tokoro'],11.1,6,12.0,8.6,1916.0,9.4,285
417,"['September 13, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Naoyuki Itō'],11.2,4,4.0,8.5,1941.0,9.4,351
418,"['September 20, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Tetsuya Endō'],9.2,4,3.0,7.4,1053.0,9.0,314
419,"['September 27, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Katsumi Ishizuka'],['Yutaka Nakashima'],9.7,4,1.0,6.9,1060.0,8.6,278
420,"['October 4, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Tate'],['Gō Koga'],9.3,3,1.0,7.4,1032.0,9.0,300
421,"['October 11, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Kenji Yokoyama'],['Katsumi Tokoro'],12.0,2,1.0,7.5,1041.0,9.0,313
422,"['October 18, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],9.7,6,17.0,7.9,1096.0,9.2,277
423,"['October 25, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yutaka Nakashima'],10.4,4,14.0,7.9,1128.0,9.2,288
424,"['November 1, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Tetsuya Endō'],10.3,2,17.0,7.8,1063.0,9.0,260
425,"['November 8, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Sumio Watanabe'],10.3,6,14.0,7.7,1057.0,9.0,268
426,"['November 15, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Hiroaki Miyamoto'],11.9,2,0.0,6.4,805.0,8.2,210
427,"['November 22, 2009']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Tetsuya Endō'],11.3,4,0.0,6.2,798.0,8.0,191
428,"['November 29, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],12.2,3,0.0,6.2,798.0,7.6,154
429,"['December 6, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Tate'],['Naoyuki Itō'],10.4,5,0.0,6.2,792.0,7.8,172
430,"['December 13, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.9,4,3.0,7.8,1057.0,8.4,287
431,"['December 20, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Sumio Watanabe'],10.4,3,16.0,7.6,1023.0,9.0,278
432,"['December 27, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yutaka Nakashima'],10.5,3,18.0,7.9,1130.0,9.2,303
433,"['January 10, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Tetsuya Endō'],10.2,5,16.0,8.0,1232.0,9.2,264
