episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,votos,rating
310,"['May 20, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Yoshihiro Ueda'],9.5,5,17.0,3916.0,9.2
311,"['May 27, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Naoki Tate'],['Hiroyuki Satō'],9.3,5,17.0,3612.0,9.04
312,"['June 3, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Eisaku Inoue'],['Katsumi Tokoro'],10.1,3,17.0,22979.0,9.7
313,"['June 10, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],9.9,4,17.0,2606.0,8.78
314,"['June 17, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Hiroyuki Kakudō'],8.8,4,17.0,3928.0,9.22
315,"['June 24, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Masahiro Shimanuki'],['Yoko Ikeda'],10.4,5,16.0,1897.0,8.49
316,"['July 1, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Takahiro Imamura'],9.1,6,21.0,3991.0,9.2
317,"['July 8, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']","['Kenji Yokoyama', 'Takeo Ide', 'Masahiro Shimanuki', 'Katsumi Ishizuka']",['Yoshihiro Ueda'],8.4,7,0.0,1131.0,6.53
318,"['July 15, 2007']",['Koga Naoki'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kazuyuki Igai'],['Keisuke Ōnishi'],10.2,4,0.0,1217.0,6.62
319,"['July 22, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Makoto Sonoda'],9.0,6,2.0,1116.0,7.04
320,"['August 19, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Hiroyuki Kakudō'],9.8,5,10.0,1601.0,8.31
321,"['August 26, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Naoyuki Itō'],7.3,8,17.0,1463.0,8.13
322,"['September 2, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Takeo Ide'],['Yoshihiro Ueda'],7.3,8,17.0,1517.0,8.23
323,"['September 9, 2007']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Masahiro Shimanuki'],['Katsumi Tokoro'],8.4,5,17.0,1776.0,8.66
324,"['September 16, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Tetsuya Endō'],9.9,6,25.0,1664.0,8.41
325,"['September 23, 2007']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Eisaku Inoue'],['Yoko Ikeda'],8.8,6,26.0,4329.0,9.29
326,"['October 14, 2007']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Kumiko Fukuzawa']","['Naoki Tate', 'Naoki Murakami']",['Munehisa Sakai'],8.3,3,1.0,1112.0,7.08
327,"['October 21, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],8.7,4,0.0,1035.0,6.59
328,"['October 28, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Kazuya Hisada'],['Takahiro Imamura'],6.5,8,0.0,1029.0,6.68
329,"['November 4, 2007']",['Takuya Masumoto'],"['Miho Shiraishi', 'Kumiko Fukuzawa']",['Takeo Ide'],['Hiroyuki Satō'],7.0,6,0.0,1015.0,6.74
330,"['November 11, 2007']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],8.2,5,0.0,1015.0,6.57
331,"['November 18, 2007']",['Isao Murayama'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masahiro Shimanuki'],['Hiroyuki Satō'],8.5,6,0.0,983.0,6.65
332,"['November 25, 2007']",['Yōichi Takahashi'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],9.1,4,0.0,1003.0,6.76
333,"['December 2, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Murakami'],['Tetsuya Endō'],7.3,7,0.0,990.0,6.57
334,"['December 9, 2007']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],7.5,6,0.0,959.0,6.87
335,"['December 16, 2007']",['Koga Naoki'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Hiroaki Miyamoto'],9.8,4,0.0,985.0,6.89
336,"['December 23, 2007']",['Takuya Masumoto'],"['Miho Shiraishi', 'Ryūji Yoshiike']",['Eisaku Inoue'],['Gō Koga'],8.9,5,0.0,1373.0,5.62
337,"['January 6, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Yoshihiro Ueda'],6.5,4,15.0,1742.0,8.41
338,"['January 13, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Kazuya Hisada'],['Hiroyuki Satō'],7.9,6,15.0,1581.0,8.38
339,"['January 20, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masayuki Fujita'],['Sumio Watanabe'],8.8,7,1.0,1398.0,7.8
340,"['January 27, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Masayuki Takagi'],['Katsumi Tokoro'],7.8,7,26.0,1430.0,7.8
341,"['February 3, 2008']",['Isao Murayama'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Naoki Murakami'],['Tetsuya Endō'],7.2,8,7.0,1433.0,7.86
342,"['February 10, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Katsumi Ishizuka'],['Hiroshi Matsuzaka'],8.7,7,18.0,1393.0,7.76
343,"['February 17, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Yoshihiro Ueda'],7.2,9,14.0,1338.0,7.8
344,"['February 24, 2008']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Hiroyuki Satō'],9.0,4,17.0,1349.0,7.7
345,"['March 2, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Fujita'],['Sumio Watanabe'],7.8,7,17.0,1361.0,7.3
346,"['March 9, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Katsumi Tokoro'],9.4,6,17.0,1295.0,7.7
347,"['March 16, 2008']",['Koga Naoki'],"['Miho Shiraishi', 'Shouji Tokiwa']",['Eisaku Inoue'],['Hiroaki Miyamoto'],8.5,8,17.0,1303.0,7.67
348,"['March 23, 2008']",['Isao Murayama'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Hiroyuki Satō'],8.5,4,14.0,1344.0,7.96
349,"['March 30, 2008']",['Yoshiyuki Suga'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Naoki Murakami'],['Yutaka Nakashima'],8.0,4,17.0,1327.0,7.98
350,"['April 20, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Tetsuya Endō'],8.7,4,17.0,1407.0,7.97
351,"['April 27, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Takeo Ide'],['Yoshihiro Ueda'],6.4,8,15.0,1298.0,7.7
352,"['May 4, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Masayuki Fujita'],['Sumio Watanabe'],5.9,8,11.0,1288.0,7.81
353,"['May 11, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Hiromitsu Shiozaki']","['Katsumi Ishizuka', 'Kazuya Hisada', 'Kenji Matsuoka']",['Hiroshi Matsuzaka'],8.7,4,4.0,1555.0,8.53
354,"['May 18, 2008']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],8.4,7,6.0,1310.0,7.43
355,"['May 25, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Michiyo Kawasaki']",['Masayuki Takagi'],['Katsumi Tokoro'],8.1,7,17.0,1322.0,7.83
356,"['June 1, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Kazuya Hisada'],['Yutaka Nakashima'],6.4,6,17.0,1301.0,7.91
357,"['June 8, 2008']",['Tsuyoshi Sakurai'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Eisaku Inoue'],['Tetsuya Endō'],9.3,4,18.0,1322.0,8.01
358,"['June 15, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Masayuki Fujita'],['Sumio Watanabe'],6.3,5,5.0,1289.0,7.85
359,"['June 22, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Shouji Tokiwa']",['Masahiro Shimanuki'],['Yoshihiro Ueda'],8.4,6,455.0,1335.0,7.7
360,"['June 29, 2008']",['Hirohiko Kamisaka'],"['Miho Shiraishi', 'Michiyo Kawasaki']",['Kenji Yokoyama'],['Makoto Sonoda'],8.8,4,17.0,1407.0,8.0
361,"['July 6, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Naoki Tate'],['Tetsuya Endō'],8.3,3,13.0,1393.0,8.1
362,"['July 13, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Takeo Ide'],['Yoshihiro Ueda'],7.8,6,3.0,1505.0,8.38
363,"['July 20, 2008']",['Hirohiko Kamisaka'],"['Miyuki Sato', 'Shouji Tokiwa']",['Masayuki Takagi'],['Yutaka Nakashima'],6.0,8,17.0,1312.0,7.83
364,"['August 3, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Michiyo Kawasaki']",['Naoki Murakami'],['Yukihiko Nakao'],6.9,7,17.0,1288.0,7.49
365,"['August 10, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Fujita'],['Sumio Watanabe'],5.6,7,18.0,1311.0,7.76
366,"['August 17, 2008']",['Tsuyoshi Sakurai'],"['Ryūji Yoshiike', 'Hiromitsu Shiozaki']",['Kazuya Hisada'],['Tetsuya Endō'],6.6,8,14.0,1286.0,7.66
367,"['August 24, 2008']",['Takuya Masumoto'],"['Ryūji Yoshiike', 'Hidenori Nakahara']",['Eisaku Inoue'],['Hiroyuki Satō'],8.4,7,17.0,1435.0,8.26
368,"['August 31, 2008']",['Yoshiyuki Suga'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kenji Yokoyama'],['Hiroshi Matsuzaka'],7.2,5,17.0,1380.0,8.14
369,"['September 7, 2008']",['Hirohiko Kamisaka'],"['Ryūji Yoshiike', 'Michiyo Kawasaki']",['Naoki Tate'],['Makoto Sonoda'],7.8,6,17.0,1368.0,8.26
370,"['September 14, 2008']",['Koga Naoki'],"['Miyuki Sato', 'Kumiko Fukuzawa']",['Masayuki Takagi'],['Tetsuya Endō'],9.3,5,22.0,1392.0,8.12
371,"['September 21, 2008']",['Takuya Masumoto'],"['Miyuki Sato', 'Hiromitsu Shiozaki']",['Naoki Murakami'],['Yukihiko Nakao'],8.1,5,9.0,1339.0,8.13
372,"['September 28, 2008']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Hidenori Nakahara']",['Masayuki Fujita'],['Sumio Watanabe'],7.3,4,17.0,3256.0,9.02
373,"['October 5, 2008']",['Tsuyoshi Sakurai'],['Miyuki Sato'],['Takeo Ide'],['Yutaka Nakashima'],8.2,3,17.0,2938.0,8.93
374,"['October 12, 2008']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Naoyuki Itō'],6.5,3,5.0,1878.0,8.56
375,"['October 19, 2008']",['Koga Naoki'],['Miyuki Sato'],['Masayuki Fujita'],['Kiichi Suzuno'],8.2,5,17.0,1624.0,8.33
376,"['November 9, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Hiroyuki Satō'],8.4,6,17.0,3594.0,9.11
377,"['November 16, 2008']",['Takuya Masumoto'],['Miyuki Sato'],['Eisaku Inoue'],['Tetsuya Endō'],9.8,4,17.0,65848.0,9.8
378,"['November 23, 2008']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Naoki Tate'],['Makoto Sonoda'],8.0,6,17.0,1772.0,8.52
379,"['November 30, 2008']",['Isao Murayama'],['Miyuki Sato'],['Naoki Murakami'],['Hiroshi Matsuzaka'],10.2,3,10.0,1557.0,8.34
380,"['December 7, 2008']",['Tsuyoshi Sakurai'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroyuki Satō'],9.2,5,23.0,4458.0,9.31
381,"['December 14, 2008']",['Koga Naoki'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yutaka Nakashima'],7.1,7,17.0,1661.0,8.51
382,"['December 21, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Takeo Ide'],['Tetsuya Endō'],7.0,7,0.0,1088.0,6.75
383,"['December 28, 2008']",['Takuya Masumoto'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Makoto Sonoda'],6.8,4,0.0,1047.0,6.66
384,"['January 11, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Naoyuki Itō'],7.7,5,0.0,1227.0,7.71
385,"['January 18, 2009']",['Isao Murayama'],"['Miyuki Sato', 'Shouji Tokiwa']",['Kazuya Hisada'],['Yutaka Nakashima'],9.0,4,11.0,1406.0,7.77
386,"['January 25, 2009']",['Koga Naoki'],['Ryūji Yoshiike'],['Masayuki Fujita'],['Sumio Watanabe'],7.7,7,18.0,1342.0,7.68
387,"['February 1, 2009']",['Tsuyoshi Sakurai'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yukihiko Nakao'],8.7,5,17.0,1304.0,7.62
388,"['February 8, 2009']",['Yoshiyuki Suga'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Naoki Tate'],['Yoshihiro Ueda'],7.2,6,15.0,1415.0,7.99
389,"['February 15, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Katsumi Tokoro'],8.4,5,19.0,1383.0,7.93
390,"['February 22, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Hiroaki Miyamoto'],8.7,7,17.0,1459.0,7.82
391,"['March 1, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Yukihiko Nakao'],9.4,5,17.0,1657.0,8.07
392,"['March 8, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Hiroyuki Satō'],9.1,4,17.0,1950.0,8.46
393,"['March 15, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kazuya Hisada'],['Tetsuya Endō'],9.5,5,17.0,1812.0,8.32
394,"['March 29, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Makoto Sonoda'],8.1,5,17.0,1708.0,8.31
395,"['April 5, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yutaka Nakashima'],9.9,5,17.0,1863.0,8.4
396,"['April 12, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Naoki Tate'],['Katsumi Tokoro'],8.8,4,17.0,17077.0,9.7
397,"['April 19, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],10.1,3,17.0,4717.0,9.31
398,"['April 26, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masayuki Fujita'],['Sumio Watanabe'],11.7,3,17.0,3563.0,9.13
399,"['May 3, 2009']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yukihiko Nakao'],9.4,4,17.0,3555.0,9.11
400,"['May 10, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],10.4,4,23.0,5255.0,9.4
401,"['May 17, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Yutaka Nakashima'],10.6,4,6.0,3548.0,9.11
402,"['May 24, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Takeo Ide'],['Tetsuya Endō'],9.8,5,25.0,3590.0,9.13
403,"['May 31, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.3,6,21.0,3683.0,9.23
404,"['June 7, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Naoki Tate'],['Makoto Sonoda'],10.0,5,3.0,7326.0,9.6
405,"['June 14, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroaki Miyamoto'],10.0,5,17.0,56663.0,9.8
406,"['June 21, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Tetsuya Endō'],10.4,5,0.0,1199.0,5.87
407,"['June 28, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Naoyuki Itō'],9.4,5,0.0,1157.0,5.97
408,"['July 5, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],10.6,4,17.0,1576.0,7.85
409,"['July 12, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Katsumi Tokoro'],11.7,2,17.0,1529.0,7.89
410,"['July 19, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Shigefumi Shingaki'],['Yutaka Nakashima'],10.6,4,16.0,1547.0,7.9
411,"['August 2, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Tate'],['Yukihiko Nakao'],10.1,5,17.0,1630.0,7.95
412,"['August 9, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Gō Koga'],8.6,5,17.0,2106.0,8.42
413,"['August 16, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],9.7,2,17.0,3210.0,8.91
414,"['August 23, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yutaka Nakashima'],11.0,4,17.0,2262.0,8.74
415,"['August 30, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Yoshihiro Ueda'],8.9,5,17.0,3037.0,8.96
416,"['September 6, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Toshio Deguchi'],['Katsumi Tokoro'],11.1,6,12.0,2201.0,8.7
417,"['September 13, 2009']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Naoyuki Itō'],11.2,4,4.0,2292.0,8.64
418,"['September 20, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Tetsuya Endō'],9.2,4,3.0,1367.0,7.77
419,"['September 27, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Katsumi Ishizuka'],['Yutaka Nakashima'],9.7,4,1.0,1338.0,7.25
420,"['October 4, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Naoki Tate'],['Gō Koga'],9.3,3,1.0,1332.0,7.76
421,"['October 11, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Kenji Yokoyama'],['Katsumi Tokoro'],12.0,2,1.0,1354.0,7.85
422,"['October 18, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],9.7,6,17.0,1373.0,8.16
423,"['October 25, 2009']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yutaka Nakashima'],10.4,4,14.0,1416.0,8.16
424,"['November 1, 2009']",['Jin Tanaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Tetsuya Endō'],10.3,2,17.0,1323.0,8.04
425,"['November 8, 2009']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Sumio Watanabe'],10.3,6,14.0,1325.0,7.96
426,"['November 15, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Hiroaki Miyamoto'],11.9,2,0.0,1015.0,6.77
427,"['November 22, 2009']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Kenji Yokoyama'],['Tetsuya Endō'],11.3,4,0.0,989.0,6.55
428,"['November 29, 2009']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],12.2,3,0.0,952.0,6.43
429,"['December 6, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Tate'],['Naoyuki Itō'],10.4,5,0.0,964.0,6.49
430,"['December 13, 2009']",['Yoshiyuki Suga'],['Miyuki Sato'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.9,4,3.0,1344.0,7.93
431,"['December 20, 2009']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Sumio Watanabe'],10.4,3,16.0,1301.0,7.9
432,"['December 27, 2009']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yutaka Nakashima'],10.5,3,18.0,1433.0,8.17
433,"['January 10, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Atsuko Kawamura'],['Tetsuya Endō'],10.2,5,16.0,1496.0,8.21
434,"['January 17, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Katsumi Tokoro'],10.3,3,17.0,1331.0,7.86
435,"['January 24, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takahiro Imamura'],10.6,4,18.0,1630.0,8.29
436,"['January 31, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Shigefumi Shingaki'],['Hiroaki Miyamoto'],10.7,3,9.0,1736.0,8.43
437,"['February 7, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Yoshihiro Ueda'],10.7,4,7.0,1747.0,8.25
438,"['February 14, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],11.6,5,7.0,1353.0,7.77
439,"['February 21, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Naoki Tate'],['Tetsuya Endō'],11.9,3,9.0,1380.0,7.47
440,"['February 28, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yutaka Nakashima'],11.9,3,11.0,1451.0,8.1
441,"['March 7, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Katsumi Tokoro'],13.0,3,14.0,1370.0,8.14
442,"['March 14, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Yukiko Nakatani'],['Sumio Watanabe'],12.0,3,13.0,1421.0,8.41
443,"['March 21, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Tetsuya Endō'],12.1,3,15.0,1452.0,8.4
444,"['March 28, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],12.2,2,2.0,1513.0,8.35
445,"['April 4, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Takeo Ide'],['Yoshihiro Ueda'],11.9,3,7.0,1343.0,7.91
446,"['April 11, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yutaka Nakashima'],13.8,3,11.0,1744.0,8.53
447,"['April 18, 2010']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Makoto Sonoda'],12.9,2,14.0,3594.0,9.02
448,"['April 25, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Naoki Tate'],['Tetsuya Endō'],13.5,2,15.0,1533.0,8.01
449,"['May 2, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Hiroyuki Satō'],11.0,2,15.0,1574.0,8.35
450,"['May 9, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],12.5,2,18.0,3056.0,8.94
451,"['May 16, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Megumi Yamashita'],['Takahiro Imamura'],13.9,2,17.0,4462.0,9.31
452,"['May 23, 2010']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],13.0,3,15.0,1489.0,8.11
453,"['May 30, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Takeo Ide'],['Aya Komaki'],13.8,2,555.0,1247.0,7.3
454,"['June 6, 2010']",['Yoshiyuki Suga'],['Miyuki Sato'],['Atsuko Kawamura'],['Yutaka Nakashima'],11.8,3,543.0,1441.0,6.4
455,"['June 13, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Naoki Tate'],['Gō Koga'],11.1,3,545.0,1208.0,7.14
456,"['June 20, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Shigefumi Shingaki'],['Katsumi Tokoro'],12.7,2,557.0,1326.0,6.95
457,"['June 27, 2010']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Katsumi Ishizuka'],['Makoto Sonoda'],10.5,3,0.0,1179.0,6.82
458,"['July 11, 2010']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Hiroyuki Satō'],12.0,3,0.0,1269.0,6.9
459,"['July 18, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Hiroaki Miyamoto'],10.7,3,19.0,4332.0,9.24
460,"['August 1, 2010']",['Jin Tanaka'],['Miyuki Sato'],['Toshio Deguchi'],['Takahiro Imamura'],10.4,3,13.0,4207.0,9.31
461,"['August 8, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Sumio Watanabe'],10.2,2,2.0,4566.0,9.31
462,"['August 15, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Megumi Yamashita'],['Yoshihiro Ueda'],10.4,2,14.0,3959.0,9.2
463,"['August 22, 2010']",['Hirohiko Kamisaka'],['Miyuki Sato'],['Masahiro Shimanuki'],['Yutaka Nakashima'],10.8,3,2.0,4163.0,9.31
464,"['August 29, 2010']",['Jin Tanaka'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Katsumi Tokoro'],9.4,3,541.0,3972.0,9.18
465,"['September 5, 2010']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],10.1,3,15.0,4387.0,9.42
